novel_review_id,raw_language_scope,title,description,proposed_tag_count,proposed_tags
nrv_d7658a8ba3cd7ab45777dc2d,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",The Standard Bearer,"A book iron-grey and chill is this that I have written, the tale of times when the passions of men were still working like a yeasty sea after the storms of the Great Killing. If these pages should chance to be read when the leaves are greening, they may taste somewhat unseasonably in the mouth. For in these days the things of the spirit had lost their old authority without gaining a new graciousness, and save for one man the ancient war-cry of &ldquo;God and the Kirk&rdquo; had become degraded to &ldquo;The Kirk and God.&rdquo;",1,ct-v1-tragic-ending|tragic-ending|悲剧结局|be
nrv_d9aa3f969d5878363ad836ff,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",The Debt of Deception,"My bank account was a graveyard of numbers, each one a testament to my crushing debt.

One hundred and fifty-two thousand, four hundred and eighty-one dollars and sixty-two cents, to be exact.

It all started when Jennifer Chavez, my ex-colleague, whispered about an impending grid collapse.

I believed her. I drained credit cards, took out high-interest loans, and filled my Portland apartment with freeze-dried food and solar generators.

Then Jennifer posted from Bali, ""#blessed.""

The grid never went down. My life, however, did.

Eviction notices piled up, and my phone wouldn't stop buzzing with collection calls.

I hated Jennifer. I hated her effortless success while I stared at a mountain of useless survival gear, suffocating under my own stupidity.

Just when I considered oblivion, my obnoxious upstairs neighbor, Sweet_Caroline, shrieked, ""I make more money in one of these livestreams than you probably make in a month.""

Something snapped.

What if I gave them an apocalypse?",2,ct-v1-apocalypse|apocalypse|末世|apocalypse ;; ct-v1-tragic-ending|tragic-ending|悲剧结局|be
nrv_d9bfda749b49212d3185c418,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",Montezuma's Daughter,"A series of misadventures lead Englishman Thomas Wingfield to join a Spanish expedition to New Spain. There he witnesses the first meeting between the conquerers and the natives, and the many abuses of the latter at the hands of the former. He marries the daughter of a native king, only to see his native family killed. He wreaks his revenge before returning to England.",3,ct-v1-family|family|家庭|family ;; ct-v1-revenge|revenge|复仇|revenge ;; ct-v1-happy-ending|happy-ending|圆满结局|he
nrv_d9f45eb977263c1348d0029e,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""4\""]"",[""string"",""西语""]]",Lazos de Sangre y Corse,"Un aristócrata maldito. Una científica proscrita. Un secreto que aúlla bajo la luz de la luna.

Lord Alistair Thorne es el soltero más codiciado de Londres, pero hay algo oscuro en su interior: una maldición que lo transforma en bestia cada luna llena. No dispuesto a ceder a su lado salvaje, recurre a Eleanor Vance, una experta en remedios prohibidos que no le teme a los monstruos.

Atrapados tras los muros de la mansión Thorne, Eleanor emplea alquimia y plata para mantener al lobo a raya, mientras Alistair lucha por no dañar a la única mujer que lo ha visto sin su fachada. En el oscuro sótano, entre el dolor de sus huesos y el alivio que traen las pócimas, surge un amor tan intenso como arriesgado.

No obstante, en el Londres victoriano, el verdadero peligro no radica solo en su transformación, sino en ser descubierto. Mientras Scotland Yard está al acecho, ambos se darán cuenta de que la cura más difícil de encontrar es la que puede sanar un corazón maldito.",1,ct-v1-werewolf-luna|werewolf-luna|Luna（狼人女首领）|luna
nrv_dab243e5c350651b4c56b1b6,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",BROUGHT BY ALPHA DECLAN ,"She  was young, happily lived with her parents, they made her  strive to work hard.

She had a fiance, and they were to get married. 

 Right in front of her eyes her parents were brutally murdered, right on her eyes.

She could clearly remember their scream that  night as they died. 

Who was she??

Aeris Vern.

She had the beauty and everything but then the only thing she lacked was her wolf.

Her wolf refused to surface. 

She kept blaming her wolf for not surfacing and believed the Alpha of Ember wolves murdered her parents for that reason. 


Declan Theon. Alpha of Embers Wolves was a dominant and intimidating alpha, feared by all.

He was feared by the packs in the Seven Grounds of Luna Athena which housed the seven pack of wolves. 

Embers Wolves was the mightiest. Declan ruled them all. 

But then in every good living place, there must always be a villain to ruin it. 

And the villain of this pack.. Was Tharros. 

He was a god of evil, who wanted blood, he was a blood thirsty god, unlocked by.. Declan himself. 

In a fit to win over his evil brother, Declan released Tharros with the promise to grant his wish and  Tharros's wish was to consume the entire Seven grounds of Luna Athena. 

Declan couldn't let that happen and he waged war with the god. 

He won but he couldn't defeat Tharros and in order to avoid the loss of lives, he started sacrificing wolf girls to Tharros. 

And now was another dark time for the sacrifice to be conducted. 

He needed a girl.. A girl with a wolf. 

Aeris decided to take revenge.

She was going to end Alpha Declan.

Fate or was it a curse... That on the night of the full moon, when a virgin would be picked for Declan to offer as a sacrifice to the God of Nekroth.. Tharros.

He saw her.",2,ct-v1-revenge|revenge|复仇|revenge ;; ct-v1-happy-ending|happy-ending|圆满结局|He
nrv_dcf7667a94c80b5d763bb826,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""20\""]"",[""null""]]",掌上歡：戰王盛寵小醫妃,"她本是神醫世家傳人，卻意外穿成了爹不疼娘早逝的相府嫡長女。
穿越當日，便被誣陷成謀害侯府夫人的真兇。她力挽狂瀾，扭轉乾坤，自證清白。
她以為困境結束，卻不知她將面對的，是無盡深淵。
堂堂相府嫡女，過得四面楚歌，人人都能踩她一腳。
父親不管她的死活，繼母妹妹們以折磨她為樂，渣男未婚夫一心想踩著她往上爬，就連一母同胞的親弟弟，也是個吃裡扒外的東西！
於是她開始鬥渣男，虐繼母，收拾弟弟妹妹。
她在虐渣路上過得風生水起，卻不知何時招惹上戰王殿下。她幹壞事，他放風，她要殺人，他挖坑。
她終於忍不住了，“戰王殿下，我要想滅了這不公的人世，你也要幫嗎？”
他一臉無懼，“只要你在我身邊，縱然天下，我也能給你。”",2,ct-v1-legitimate-daughter|legitimate-daughter|嫡女|嫡女 ;; ct-v1-time-travel|time-travel|穿越|穿越
nrv_dd8e7869a64f6c743d1212bd,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",Ms. CEO vs. Mr. CEO,"Alexandra Yang was simple but a terrible woman. Timothy Huang was also a terrible man. They fated to meet but will Timothy fall for her when he knew that Alexandra Yang was a more terrible than him?  She is a leader of underground organization, a lawyer and a CEO too? ",2,ct-v1-lawyer|lawyer|律师|lawyer ;; ct-v1-happy-ending|happy-ending|圆满结局|he
nrv_de506c550495b6f58df453bf,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""6\""]"",[""string"",""法语""]]",La vengeance d'une âme retrouvée,"La dernière chose que j'ai sentie, c'est la main rugueuse de mon père sur mon front fiévreux.

Mes poumons brûlaient dans l' hospice miteux, alors que mes parents, rongés par le remords, murmuraient des excuses.

Vingt ans s'étaient écoulés depuis qu'Antoine, mon frère adoptif, m'avait vendue pour quelques billets, me laissant seule face à l'horreur.

Lui était devenu un chef étoilé, et Sophie, sa jumelle, avait hérité de tout ce qui aurait dû être à moi.

J'ai fermé les yeux dans un dernier souffle.

Puis, une lumière violente, un son assourdissant.

J'ai ouvert les yeux brusquement.

J'étais dans ma chambre d'enfant, mes mains étaient petites et lisses.

J'avais de nouveau dix ans.

La porte s'est ouverte à la volée.

C'était Antoine.

« Ils sont insupportables ! »

Sa voix était aiguë, pleine de colère.

« Papa a encore refusé de m'acheter la nouvelle console. Il dit qu'on n'a pas assez d'argent, que la boulangerie marche à peine. Je ne peux pas vivre comme ça, Amélie ! C'est une vie de pauvres ! »

Je le regardais, le cœur battant à tout rompre.

C'était lui.

Le monstre qui avait détruit ma vie, juste là, devant moi.

Mon corps a commencé à trembler, non de peur.

Mais de haine.

« J'ai un plan. On va partir d'ici. Loin. On trouvera une vie meilleure. Tu viens avec moi, n'est-ce pas ? »

Dans ma vie précédente, j'avais hoché la tête.

J'étais naïve, je lui faisais confiance, et il m'avait vendue à la première occasion.

Cette fois, c'était différent.

Je connaissais la fin de l'histoire.

Je me suis redressée sur mon lit, une froide détermination m' envahissait.

« Non. »

Le mot est sorti, sec et clair.

Plus fort que je ne le pensais.",2,ct-v1-horror|horror|恐怖|horreur ;; ct-v1-chef|chef|厨师|chef
nrv_de6b8ed10d44798a323a5d36,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""11\""]"",[""string"",""印尼""]]",Mantan Jadi Bos,"Karena tidak mau menjadi istri keempat dari direktur tempatnya bekerja, Alula harus menerima bahwa dirinya dipecat dari perusahaan itu. Parahnya lagi, dia dipecat tanpa mendapatkan pesangon. 

Alula sangat kesal karena dipecat dengan cara tidak terhormat. Padahal Alula harus bekerja untuk membantu perekonomian keluarganya setelah ayahnya meninggal.  Meski ibunya membuka warung kecil di kampung, ia tetap merasa bertanggung jawab untuk membantu perekonomian keluarga, apalagi saudara kembarnya masih duduk di bangku SMA.

Atas rekomendasi teman Alula, ia pun kembali mendapatkan pekerjaan. Sayangnya, CEO/bos di tempat Alula bekerja adalah mantan pacar Alula.  Dulu Alula memutuskan hubungan mereka tanpa alasan yang jelas.

  Menjadi CEO/bos dari  Alula tentu saja merupakan kesempatan emas bagi mantan pacar Alula untuk membalas dendam atas lukanya.

Alula yang awalnya sudah melupakan sang mantan, lambat laun mulai merasakan kembali benih-benih cinta yang dulu pernah ada, meskipun sang mantan sering membuatnya kesal, dan sakit hati. 

  Akankah Alula siap menerima balas dendam dari mantannya?",1,ct-v1-wealthy-ceo|wealthy-ceo|豪门总裁|CEO
nrv_df6e7b09ede37afb88701300,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",NOT A SAINT,"HAVING a prosperous rich lifelike, money, luxury, beauty and brain, most men are drooling over her. Celestine Rain Alcazar has been fraught,  living in a lie. When she's living in a cage, no freedom from the things she wanted to be, that money can't buy—true happiness she desired the most.
Her mom put her on a pedestal, closing into edge and arranged her for a marriage with a beast-like Ezekiel Formosa. Her mom doesn't know her deepest secrets between her sheets, hiding her true identity including the mystery of being Not A Saint.
Immerse in a fantasy life, Celestine unraveled about her true color adamant that Ezekiel wasn't the guy for her. But what if the person she loved been cheating on her with her fiancé, Ezekiel, and caught it red-handed. Would she forgive and forget or this is her start of vengeance on men?",3,ct-v1-fantasy|fantasy|奇幻|fantasy ;; ct-v1-tragic-ending|tragic-ending|悲剧结局|be ;; ct-v1-marriage|marriage|婚姻题材|marriage
nrv_dfceb7cbd9b02aa8740ccf1f,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""20\""]"",[""null""]]",好運六零,"劉伊伊，代號椿鬼，原本是世界末日颶風基地得基地長，因爲喪屍王喪命，重生到類似地球平行空間的Z國，她不僅繼承了自己原來的異能，而且還多了一股莫名的神祕力量，由此開啓了在六七十年代撿撿撿，買買買，吃吃吃的蘇爽生活，本文是超級爽文，女豬腳有超級金手指。
  本以爲是一個種田流，沒想到竟然遇到了各種妖魔鬼怪，看來這個看似和平的世界也存在危險，她覺得有必要好好看看這個世界。",1,ct-v1-rebirth|rebirth|重生|重生
nrv_e079309d15a7a2bfddc69ca0,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""20\""]"",[""null""]]",婉後傳,"元鼎元年，蕭家庶房長女蕭婉奉旨入宮.
三年之後，蕭家正房嫡女入宮，一族無二妃，她蕭婉是就此認命還是搏上一搏？
拼了性命生下的孩子，卻成為後宮的棋子，她蕭婉是選擇反抗還是順從？
原以為可以信賴的親信，轉眼間卻成了宮妃，而她卻是被栽贓陷害打入冷宮，她是選擇在冷宮孤老，還是放棄一切，重新踏上這條不歸路？
當她終於站在這後宮的至高位上，卻覺得內心淒涼，親情，愛情，友情，她最後到底還擁有什麼？
後宮四十載，什麼是世家女的悲哀，什麼又是她蕭婉的悲哀？",1,ct-v1-legitimate-daughter|legitimate-daughter|嫡女|嫡女
nrv_e0de2e491ca34a9c96b25e38,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",Falling For My Step-brother ,"When her mother marries a billionaire businessman, nineteen-year-old Lauren Parker is forced into a new life filled with private jets, penthouse rules, and one impossible housemate-Ronan Pitts, her cold and arrogant new stepbrother.

He's everything she's not: rich, emotionally guarded, and painfully attractive. From the moment they meet, sparks fly-but not the good kind. Ronan wants nothing to do with her, and Lauren is determined to keep her distance. But the more they're thrown together, the harder it becomes to deny the tension simmering beneath the surface.

Living under the same roof, desire turns dangerous, and boundaries blur. Secrets unravel and emotions spiral, Lauren finds herself torn between what's right... and what her heart wants most. She knows falling for him is wrong, but some temptations are too strong to resist.",1,ct-v1-happy-ending|happy-ending|圆满结局|He
nrv_e0ec23c5200600298f466f63,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""19\""]"",[""null""]]",都市异能高手,"《都市异能高手1》之异形魔兽战场.上
全系列讲述：7个普通都市男女，以平凡之躯，对抗生活中各种光怪陆离的奇幻事件。
秘书溶化，助理爆炸，以命换命，友情燃烧，爱情激荡，透明人来袭，机器公敌，尖端科技，东方赶鬼，西方驱魔，妖怪潜行……难道凡人只有死？
看异能高手翻云覆雨，对抗外星怪物入侵，拯救人类于末世之中！",3,ct-v1-apocalypse|apocalypse|末世|末世 ;; ct-v1-fantasy|fantasy|奇幻|奇幻 ;; ct-v1-secretary|secretary|秘书|秘书
nrv_e15b80f983b5702e3514059e,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""6\""]"",[""string"",""法语""]]","Vœux brisés, l'implacable vengeance du sang","Pendant sept ans, j'ai investi la fortune de ma famille dans l'entreprise de mon mari, Chris, le Groupe Moreau. Puis, sa maîtresse, le Dr Camille Luna, a délibérément saboté l'opération de routine de mon père, le laissant branché à des machines qui le maintenaient artificiellement en vie.

Ils m'ont enfermée dans la chambre d'hôpital, une cage dorée, pendant que Chris ignorait mes appels frénétiques. Camille est apparue, un sourire cruel aux lèvres, me révélant une vérité terrifiante : chaque crise de ma vie – la mort de ma mère, un accident de voiture presque mortel, et même la fausse couche de ce que je croyais être notre bébé – tout avait été orchestré par eux.

« Il était avec moi à chaque fois », a-t-elle ricané. « Tu n'étais qu'un obstacle. »

Ils ont assassiné mon père en débranchant son assistance respiratoire sous mes yeux, tout ça parce que j'ai refusé de signer une décharge innocentant Camille de son crime. Chris m'a ensuite fait interner, m'a fait prélever mon sang pour leurs futurs projets de GPA, et a fait annuler notre mariage pour l'épouser.

Il pensait m'avoir effacée, m'avoir brisée complètement.

Mais il avait oublié le contrat de mariage sur lequel mon père avait insisté. Un contrat qui me laissait 25 % du Groupe Moreau. Maintenant, armée de ce dernier cadeau de mon père, je ne pleurerai pas. Je me vengerai.",2,ct-v1-crime|crime|犯罪|crime ;; ct-v1-werewolf-luna|werewolf-luna|Luna（狼人女首领）|Luna
nrv_e16b379a090db7a8be45f25e,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",Medical Sage: My Crazy X-ray Vision,"He is a doctor with the magical X-ray Vision, the underground world's first-class military king. After married a super beauty, he returned to the city to become her protector!",3,ct-v1-military|military|军旅|military ;; ct-v1-doctor|doctor|医生|doctor ;; ct-v1-happy-ending|happy-ending|圆满结局|He
nrv_e2f01687c608141ca84fa87b,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""22\""]"",[""string"",""土耳其语""]]",Trafik Kazasından Sonra: Dünyanın En Zengininin Tek Mirasçısı Oldum,"He Zongran tam bir işkolikti. Gayrimeşru bir çocuk olarak yükselmişti ve tüm dikkati, He Gayrimenkul İmparatorluğu'ndaydı.

Üç yıllık evlilikleri boyunca, Lin Wei her zaman onun gelmesini beklemek zorundaydı.

Onu beklediği randevular, unutulan yıldönümleri, tek başına gittiği hamilelik kontrolleri… Hatta kürtaj masasında bile, yalnız başınaydı.

Ama sonunda beklediği şey, He Zongran’ın başka bir kadın için düzenlediği görkemli doğum günü partisinin canlı yayını oldu.

Kalbi paramparça olan Lin Wei, ölümcül bir zincirleme trafik kazası geçirdi. Her şey onun arabanın içinde can verdiğini düşündürtecek kadar feciydi.

Ölümün kıyısından dönen Lin Wei ise, kimsenin tahmin edemeyeceği bir kaderle karşılaştı: Dünyanın en zengin insanının tek ve gerçek varisi olduğu ortaya çıktı.

Memleket topraklarına ayak bastığı o an, içten bir yemin etti: He Zongran’a, yaşattığı her acıyı bin katıyla ve kalbine bir hançer gibi saplayarak iade edecekti.",1,ct-v1-happy-ending|happy-ending|圆满结局|He
nrv_e3b4acf0ad4688e9d69346ac,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""6\""]"",[""string"",""法语""]]","Monsieur le PDG, votre Ex-Femme est une Avocate","Trois années de silence, de soumission et d'effacement. Puis un départ. Un divorce inattendu, signé dans l'arrogance, avec la certitude qu'elle reviendrait. Mais derrière la douceur apparente, une autre femme se cachait : une stratège, une guerrière. Depuis des années, elle préparait son moment, tapie dans l'ombre, prête à attaquer là où ça ferait le plus mal.
L'homme qu'elle a quitté se croit intouchable, entouré d'une nouvelle compagne et d'alliés faussement loyaux. Il ne voit pas que l'avocate engagée contre lui dans une affaire colossale n'est autre que son ancienne épouse, masquée sous un pseudonyme, déterminée à le faire tomber. Ce qu'elle découvre dans les dossiers renforce sa volonté : ce n'est plus une revanche sentimentale, c'est une réparation. Il a détruit sa famille. Elle détruira son empire.
Le jour du procès, il ne reconnaît pas celle qui se tient devant lui. Pas avant qu'elle retire ses lunettes, qu'elle prenne la parole et que le masque tombe. En un instant, il perd tout : pouvoir, contrôle, illusions. Elle ne reste pas pour savourer sa victoire. Elle ne veut ni chaos, ni spectacle. Elle voulait sa liberté. Et elle l'a reprise.

",1,ct-v1-divorce|divorce|离婚|divorce
nrv_e3c8b8ea307cb55f75a9911f,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""20\""]"",[""null""]]",女扮男裝進男寢，做反派們的小團寵,"【無固定CP+穿書+腦洞爽文+女扮男裝+團寵】
顧嵐穿越成爲女扮男裝的原書炮灰，住進全是病態美男的宿舍。
白天顧嵐是學校裏的團寵校草，晚上則是輪流進入不同舍友的位面，不知不覺就從位面原女主手裏，將他們搶了回來。
雙重人格病人/醫生，「只要你能活下來，兩個我，都是你的。」
殯儀館美豔老板，「我好喜歡你的骨骼，死了之後送給我呀。」
被改造過的可愛正太，「你是姐姐，還是哥哥？」
玩世不恭風流少爺，「我好想你的一切，都有我。」
流離在世界之外的神明，「歡迎來到我的世界，你不聽話，我就將你鎖起來。」
同時，還有很多美女也對她情竇暗生。
顧嵐十分無奈，「我只是想打臉個反派……」",1,ct-v1-time-travel|time-travel|穿越|穿越
nrv_e47f944eb5e420aae6960463,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""11\""]"",[""string"",""印尼""]]",SUAMI JANTANKU,"Hanya untuk pembaca dewasa dengan rating usia 21+

Kakak beradik Brian Teja Kusuma dan Thalita Teja Kusuma tak pernah menyangka bahwa mereka akan terjebak dalam pernikahan kilat dengan orang yang baru mereka kenal dalam hitungan hari.

Sebuah prasyarat untuk memenangkan tender mega proyek pembangunan resort di pulau dewata membuat Brian harus mencari istri kontrak, sedangkan adiknya tanpa diduga harus berurusan dengan rival bisnisnya karena one-night-stand saat ia mabuk di nightclub.

Dua gadis yang masih belia harus menjalani kehidupan pernikahan instan bersama dua suami ganteng nan perkasa yang usianya jauh di atas mereka. Adakah cinta hadir setelah pernikahan di atas kertas itu? Ataukah mereka harus mengakhiri hubungan suami istri tersebut usai mega proyek kedua pria itu selesai?

Temukan jawabannya hanya di novel karya terbaru Agneslovely2014, Suami Jantanku. Selamat membaca!",1,ct-v1-one-night-stand|one-night-stand|一夜情|one-night-stand
nrv_e5337c838f8c845e327d0ef4,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""15\""]"",[""string"",""菲律宾语""]]",Hiding The CEO's Twins,"Shanbri is just a simple girl but her boyfriend Kenji Yael is a billionaire CEO. 

Despite that, they still love each other unconditionally. Until one day, Shanbri found out that Kenji Yael is already engaged to another girl. 

Shanbri got hurt so she decided to leave her boyfriend and go to a far place but before that, she gave herself to Kenji Yael as a token of her love for him. 

Later she found out that she got pregnant with Kenji Yael's child but she decided to hide it from him. 

But, after 4 years they saw each other again because Kenji Yael will be the new boss of Shanbri.

Will they clear the misunderstandings in their past? Will Kenji Yael know the secret of Shanbri? Will they fight for their love? And, finally have a happy ending with their twins. 
",2,ct-v1-tragic-ending|tragic-ending|悲剧结局|be ;; ct-v1-pregnancy|pregnancy|孕期|pregnant
nrv_e5e55df5640dd2eb73d0ad43,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""4\""]"",[""string"",""西语""]]",ES A TI A QUIEN AMO,"Aleska Castillo Lumbardi, es una joven que de la noche a la mañana, sintió que su mundo se vino de cabeza, cuando le diagnosticaron un Adenoma Hipofisario, (en su caso, tumor benigno, pero también riesgoso,  alojado en la glándula pituitaria, debajo del cerebro y encima de los conductos nasales) ella, al descubrir todo el proceso de la enfermedad que padecería, se encierra en un mundo depresivo y culmina la relación que tiene con su novio de toda la vida, inventándose una mentira, para alejarlo.

Sebastián Ghill Freetman, cinco años después, descubre la mentira de Aleska y su enfermedad, pero ahora, él está casado con la mejor amiga de su ex novia y pronto será padre. Sin embargo, no puede abandonar a la mujer que tanto ama, mucho menos al descubrir que ella, piensa dejarse morir y desde ese momento su decisión es firme, sin importarle nada más en la vida que,  Aleska Castillo Lumbardi; demostrándole que no importa su apariencia física, ni su impedimento visual, su amor por ella, es tan intenso que es incondicional. 

Caleb  Hanks Freetman, Fue un niño de la calle, que a los diez años, lo abandonaron muy enfermo en un hospital de Massachusetts. Allí en el piso de Oncología pediátrica, conoció a la mujer más maravillosa del mundo, Ashley Freetman; quien lo adoptó, aún siendo ella una chica muy joven, que lo ayudó a enfrentarse con esa terrible enfermedad, que es el cáncer y con su dependencia por las drogas. Hoy día Caleb, es un hombre que ama, a su gran familia adoptiva, pero día a día, se enfrenta a una  gran realidad; ama intensamente a la novia de su hermano, quien además, es la hermana de su madre adoptiva. Caleb, huyéndole a su tormentoso amor,  a tomado la decisión de casarse con una chica, quien también le robará el corazón, pero de otra manera. Caleb, descubrirá con Luna, un amor lleno de tranquilidad, pero la lujuria y la pasión que siente con Samantha, siempre lo llamará, invitándolo no solo a traicionar a su hermano, sino a toda su familia.  

Samantha Freetman Kridmman, es una chica que se siente realizada en la vida, pero sentimentalmente está confundida, por la sencilla razón que su amor está compartido con dos hermanos, de paso; uno de ellos fue adoptado, no solo por su hermana, quien lo hizo con su esposo de una manera legal, sino que sus padres, también adoptaron sentimentalmente a Caleb, convirtiéndola a ella en familia adoptiva y legal, del hombre que le tiene las hormonas aceleradas y los celos a punto de estallar, con la noticia de su matrimonio. Samantha, desea huir de ambos hombres, para no causar daño alguno, pero ese deseo solo queda en su pensamiento, porque con solo verlos, siente que sus piernas se inclinan solas y solo desea devorar, lo que tanto quiere tener, para siempre. 

Ninguno de ellos  cuenta, con el hecho que no podrán controlar los impulsos de su corazón, y que a estas dos parejas, se les inclina el destino, haciéndolos gritar con fuerza:

ES A TÍ A QUIEN AMO. 

",1,ct-v1-werewolf-luna|werewolf-luna|Luna（狼人女首领）|Luna
nrv_e704afbfa33807a2e916fc1c,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",An African Millionaire,"Charles Grant Blairfindie Allen was born on February 24th, 1848 at Alwington, near Kingston, Canada West (now part of Ontario). Home schooled until 13 when his family moved to England, Grant was to become a highly regarded science writer who branched out to a fiction career and became enormously popular. His work helped propel several genres of fiction and whilst his career was short it was enormously productive. Grant's scientific background enabled him to root much of his work in a plausibility that was denied to others. He had little fear in challenging a society that treated women as second class citizens and creating best sellers from such works. On October 25th 1899 Grant Allen died at his home in Hindhead, Haslemere, Surrey, England. He died just before finishing Hilda Wade. The novel's final episode, which he dictated to his friend, doctor and neighbour Sir Arthur Conan Doyle from his bed appeared under the appropriate title The Episode of the Dead Man Who Spoke in 1900.",3,ct-v1-doctor|doctor|医生|doctor ;; ct-v1-family|family|家庭|family ;; ct-v1-happy-ending|happy-ending|圆满结局|He
nrv_e7ac103ba3d1fc234a681bc3,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",Burning The Syndicate For My Broken Girl,"I was the daughter of a powerful Mafia Capo, but behind the grand estate doors, my parents treated me like a defective asset.
My only comfort in this brutal world was a stray kitten named Tangerine.
When my mother found out, she threw my kitten into a dumpster, and my father whipped my back with a heavy metal belt buckle for daring to shed a tear.
I fled to the Syndicate Academy for sanctuary, only to find everyone staring at me in terror.
My mother had weaponized our family's power.
She broadcasted forged medical documents to the entire underworld, diagnosing me with severe schizophrenia and violent delusions.
""She is completely detached from reality,"" my mother lied to the public.
No one believed my bloody wounds, and the Academy ordered me to be sent back to my abusers to be locked away forever.
I wasn't sick, I was just terrified of them.
Why did a system built on ""honor"" protect monsters who gaslit their own blood and called it discipline?
Stripped of all hope, I threw myself off the roof of the Academy to escape them.
But my story didn't end when my broken body hit the cold cobblestones.
Floating above my own corpse, I watched Dante, the most ruthless boss in the Syndicate, pick up my fractured phone.
He uncovered the truth, rescued my surviving kitten, and turned his lethal gaze toward my parents.
""I will protect your truth, even if I have to burn this whole city to the ground.""",3,ct-v1-family|family|家庭|family ;; ct-v1-mafia|mafia|黑帮|Mafia ;; ct-v1-happy-ending|happy-ending|圆满结局|He
nrv_e83c113a314a0a4bdd6860b0,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",The Actor's Contract,"Hi there.  By now, you know about the boys.

Those guys who are too handsome to miss ... too cocky to ignore ... and far too dangerous to get involved with.

And you probably figured out ... these stories are not officially about them.

Not completely.  

It's about us.  Girls like me.

The ones who don't mean to get pulled in.  The ones who know better ... but still fall in love.  The ones who should have walked away ... but didn't. 

I wish I could say I was different.  That I saw it coming.  That I made the smart choice.

I didn't.

So here I am.  Aria Thompson.  The next girl.

Next one to fall for a San Francisco Boy.

Enrique Lucio Blackburn.
Famous actor.
 International model.
 Renowned playboy.
 Beautiful, broken ... and completely unreachable.

Big mistake.

People think they know him.  They see the smirk. The fame. The endless string of women.
They don't see the truth.

He turned himself into a robot. Untouchable. Emotionless.

Enrique Blackburn is allergic to love.

And me?  I walked straight into his world with a contract in my hand and desperation in my chest.  

My sister needed treatment.  And he needed to fix his reputation.

So we made a deal.
Fake girlfriend.
Public appearances.
Perfect photos.
No sex.
No love.
No relationship.

Simple, right?

Yeah ... not even close.

Because the line between fake and real can get blurred very quickly.

He started to matter.  And despite the consequences, I let him take my breath and steal my heart. I have everything to win, but so much more to lose.    

So the real question isn't whether I can survive this deal ... but can I make the man who feels nothing ... feel everything?  Can I turn fiction into something real?

And most importantly ... can I make him say the words?",2,ct-v1-playboy|playboy|花花公子|playboy ;; ct-v1-happy-ending|happy-ending|圆满结局|He
